genome_id
1045010.61
1045010.62
1045010.63
1045010.64
1328437.3
1328438.3
1328439.3
1328440.3
1328441.3
1328442.3
1328443.3
1328444.3
1328445.3
1328447.3
562.12959
562.13502
562.16324
562.16325
562.16326
562.16327
562.16466
562.17359
562.17621
562.17721
562.17722
562.19631
562.19632
562.19633
562.19637
562.19638
562.19821
562.19823
562.20499
562.22426
562.28389
562.28434
562.28435
562.28563
562.28565
562.28566
562.28567
562.28805
562.29003
562.29006
562.29007
562.29008
562.29139
562.30349
562.30362
562.30434
562.30435
562.33281
562.34085
562.34086
562.34088
562.34089
562.42634
562.42635
562.42636
562.42637
562.42638
562.42639
562.42641
562.42642
562.42643
562.42644
562.42645
562.42646
562.42647
562.42648
562.42649
562.42651
562.42652
562.42653
562.42654
562.42656
562.42658
562.42659
562.42661
562.42662
562.42663
562.42664
562.42665
562.42667
562.42668
562.42669
562.42671
562.42672
562.42673
562.42674
562.42675
562.42676
562.42677
562.42678
562.42679
562.42681
562.42682
562.42683
562.42684
562.42685
562.42686
562.42687
562.42688
562.42689
562.42691
562.42692
562.42693
562.42694
562.42695
562.42696
562.42697
562.42698
562.42699
562.42701
562.42702
562.42703
562.42704
562.42705
562.42706
562.42707
562.42708
562.42709
562.42711
562.42712
562.42713
562.42714
562.42715
562.42716
562.42717
562.42718
562.42719
562.42721
562.42722
562.42723
562.42724
562.42725
562.42726
562.42727
562.42728
562.42729
562.42731
562.42732
562.42733
562.42734
562.42735
562.42736
562.42737
562.42738
562.42739
562.42741
562.42742
562.42743
562.42744
562.42745
562.42746
562.42747
562.42748
562.42749
562.42751
562.42752
562.42753
562.42754
562.42755
562.42756
562.42757
562.42758
562.42761
562.42762
562.42763
562.42764
562.42765
562.42766
562.42767
562.42768
562.42769
562.42771
562.42772
562.42773
562.42774
562.42775
562.42776
562.42777
562.42778
562.42779
562.42781
562.42782
562.42783
562.42784
562.42785
562.42786
562.42787
562.42788
562.42789
562.42791
562.42792
562.42794
562.42796
562.42797
562.42799
562.42801
562.42802
562.42803
562.42804
562.42805
562.42806
562.42807
562.42808
562.42809
562.42811
562.42812
562.42813
562.42814
562.42815
562.42816
562.42817
562.42818
562.42819
562.42821
562.42822
562.42823
562.42824
562.42825
562.42826
562.42827
562.42828
562.42829
562.42831
562.42832
562.42833
562.42834
562.42835
562.42836
562.42837
562.42838
562.42839
562.42841
562.42842
562.42843
562.42844
562.42845
562.42846
562.42847
562.42848
562.42849
562.42851
562.42852
562.42853
562.42854
562.42855
562.42856
562.42857
562.42858
562.42859
562.42861
562.42862
562.42863
562.42864
562.42865
562.42866
562.42867
562.42868
562.42869
562.42871
562.42872
562.42873
562.45845
562.45846
562.45847
562.45848
562.45849
562.45851
562.45852
562.45853
562.45916
562.45964
562.50222
562.50223
562.50224
562.50225
562.50226
562.50227
562.50228
562.50229
562.50231
562.50232
562.50233
562.50234
562.50235
562.50236
562.50237
562.50238
562.50239
562.50241
562.50242
562.50243
562.50244
562.50245
562.50246
562.50247
562.50248
562.50249
562.50251
562.50252
562.50253
562.50254
562.50255
562.50256
562.50257
562.50258
562.50259
562.50261
562.50262
562.50263
562.50264
562.50266
562.50267
562.50268
562.50269
562.50271
562.50272
562.50273
562.50274
562.50275
562.50276
562.50277
562.50278
562.50279
562.5028
562.50281
562.50282
562.50283
562.50284
562.50285
562.50286
562.50287
562.50288
562.50289
562.5029
562.50291
562.50292
562.50293
562.50294
562.50295
562.50296
562.50297
562.50298
562.50299
562.50301
562.50302
562.50303
562.50304
562.50305
